Student_Names,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Kammu Mishra,Better luck next time,,,
Subhrajit Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Sur Srivastav,Better luck next time,,,
Shaidul Vishwakarma,Better luck next time,,,
Srinivasu Devi,Better luck next time,,,
Nagendr Thakur,Better luck next time,,,
Faizal Rai,Better luck next time,,,
Bhatti Divedi,Better luck next time,,,
सीमा Pratap,Better luck next time,,,
Jyotsana Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Sukram Singh,Better luck next time,,,
Pri Pandey,"02_CSAI, 32_BC, 35_BSC",,,
Nitin Thakur,"04_CSR, 24_PROD, 13_CE",,,
Paramjeet Devi,Better luck next time,,,
Sammer Tiwari,Better luck next time,,,
Ramanbhai Vishwakarma,Better luck next time,,,
Mit Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Shubho Thakur,"02_CSAI, 32_BC, 35_BSC",,,
Alekh Maurya,"07_CSBS, 19_MECH, 27_DTE",,,
Dinendra Singh,Better luck next time,,,
Anjeet Seth,"09_ECE, 23_AEE, 26_AGRE",,,
Yoges Thakur,Better luck next time,,,
Ishwar Rai,Better luck next time,,,
Sekhar Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Nakula Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Shining Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Saikia Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Majibar Seth,"28_METE, 29_TEXE, 31_POLE",,,
Vinoth Kumar Rai,Better luck next time,,,
Sanoj Kumar Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Dipanjan Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Pintu Raj Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Sathi Rao,Better luck next time,,,
Bulet Sonkar,Better luck next time,,,
Karshan Pandit,"05_CSECS, 32_BC, 36_BSP",,,
Mangol Kumari,Better luck next time,,,
Sahista Seth,"28_METE, 29_TEXE, 31_POLE",,,
Kutta Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Ram Pal Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Surender Maurya,"02_CSAI, 32_BC, 35_BSC",,,
Manikyam Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Mohandas Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Jesi Maurrya,Better luck next time,,,
Pabitra Singh,Better luck next time,,,
Preetham Sonkar,Better luck next time,,,
Anbalagan Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Sunil Yadav Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Gargee Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Amar Singh Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Shehbaz Pandey,"01_CSE, 08_ESE, 22_EEE",,,
Sahani Vishwakarma,"09_ECE, 23_AEE, 26_AGRE",,,
Jagarnath Gupta,Better luck next time,,,
Manshu Pandey,"04_CSR, 24_PROD, 13_CE",,,
Ravisankar Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Aajay Seth,Better luck next time,,,
Tulasi Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Saudagar Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Reeta Maurrya,Better luck next time,,,
Tulasiram Pandey,"05_CSECS, 32_BC, 36_BSP",,,
Prashu Thakur,Better luck next time,,,
Parween Tiwari,Better luck next time,,,
Ashis Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Shasank Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Amjad Khan Rajput,"04_CSR, 24_PROD, 13_CE",,,
Dhoni Vishwakarma,"05_CSECS, 32_BC, 36_BSP",,,
Nivedha Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Kalika Rao,Better luck next time,,,
Sangam Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Najma Pratap,"04_CSR, 24_PROD, 13_CE",,,
Pintukumar Rao,Better luck next time,,,
Mirtunjay Seth,"28_METE, 29_TEXE, 31_POLE",,,
Kamalini Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Gagan Thakur,Better luck next time,,,
Eshin Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Dangar Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Makrani Tiwari,Better luck next time,,,
Lachit Vishwakarma,Better luck next time,,,
Nijamudin Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Aswath Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Aayush Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Shabab Gupta,Better luck next time,,,
Dolli Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Karmbir Maurrya,"04_CSR, 24_PROD, 13_CE",,,
Vinish Srivastav,Better luck next time,,,
Ramjatan Rao,"28_METE, 29_TEXE, 31_POLE",,,
Asharf Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Iram Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Jayendra Srivastav,Better luck next time,,,
Umme Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Prithi Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Pujarani Seth,"09_ECE, 23_AEE, 26_AGRE",,,
Sajjad Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Venkateshwarlu Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Kesu Mishra,"05_CSECS, 32_BC, 36_BSP",,,
Nitumoni Tiwari,Better luck next time,,,
Satyaveer Maurrya,"07_CSBS, 19_MECH, 27_DTE",,,
Samatha Gupta,Better luck next time,,,
Nagendra Singh Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Riya Singh Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Sebastin Devi,"04_CSR, 24_PROD, 13_CE",,,
Hardyal Divedi,Better luck next time,,,
Hrishita Maurya,Better luck next time,,,
Asmi Rai,Better luck next time,,,
Mishti Sonkar,Better luck next time,,,
Ariyan Seth,Better luck next time,,,
Ramhari Rai,Better luck next time,,,
Bhavnesh Seth,"28_METE, 29_TEXE, 31_POLE",,,
Rubiya Thakur,"04_CSR, 24_PROD, 13_CE",,,
Satyabrata Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Rickey Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Aditya Raj Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Tatya Thakur,Better luck next time,,,
Sarmila Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Rupen Yadav,"04_CSR, 24_PROD, 13_CE",,,
Imtyaz Rai,"04_CSR, 24_PROD, 13_CE",,,
Rashid Yadav,Better luck next time,,,
Shiva Rajput,Better luck next time,,,
Mujahidul Kumar,"04_CSR, 24_PROD, 13_CE",,,
Deenu Sonkar,Better luck next time,,,
Indumati Rao,"05_CSECS, 32_BC, 36_BSP",,,
Panja Divedi,"09_ECE, 23_AEE, 26_AGRE",,,
Shraddha Pandit,"04_CSR, 24_PROD, 13_CE",,,
Parbat Tiwari,Better luck next time,,,
Ghana Seth,"28_METE, 29_TEXE, 31_POLE",,,
Saish Rajput,Better luck next time,,,
Ainal Singh,Better luck next time,,,
Chetan Kumar Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Champ Rajput,Better luck next time,,,
Jeki Pandey,Better luck next time,,,
Rathan Singh,"04_CSR, 24_PROD, 13_CE",,,
Omesh Rajput,Better luck next time,,,
Gupteswar Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Manj Yadav,Better luck next time,,,
Nirogi Sonkar,Better luck next time,,,
Bhagwan Singh Rao,Better luck next time,,,
Rojalin Yadav,"09_ECE, 23_AEE, 26_AGRE",,,
Chandrasekaran Mishra,Better luck next time,,,
Moni Rao,"28_METE, 29_TEXE, 31_POLE",,,
Tejpratap Tiwari,Better luck next time,,,
Furkhan Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Chand Khan Pandey,"02_CSAI, 32_BC, 35_BSC",,,
बिनोद Kumari,Better luck next time,,,
Swati Rai,"28_METE, 29_TEXE, 31_POLE",,,
Sumaiya Yadav,Better luck next time,,,
Maraj Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Pardeep Singh Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Jitubhai Thakur,Better luck next time,,,
Devakinandan Thakur,Better luck next time,,,
Dhruti Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Parvati Rai,Better luck next time,,,
Zeba Sonkar,Better luck next time,,,
Dv Tiwari,"01_CSE, 08_ESE, 22_EEE",,,
Vasava Rao,"28_METE, 29_TEXE, 31_POLE",,,
Santlal Pandey,"04_CSR, 24_PROD, 13_CE",,,
Jasu Pandit,"02_CSAI, 32_BC, 35_BSC",,,
Surani Kumari,Better luck next time,,,
Shantilal Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Mond Sonkar,Better luck next time,,,
Deepankar Rai,Better luck next time,,,
Baju Thakur,Better luck next time,,,
Lakshaman Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Kirpa Kumar,Better luck next time,,,
Abeer Singh,"28_METE, 29_TEXE, 31_POLE",,,
Sohini Yadav,Better luck next time,,,
Shafeeq Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Sakib Sonkar,Better luck next time,,,
Md Zubair Pandey,"02_CSAI, 32_BC, 35_BSC",,,
Krishna Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Bhart Seth,"02_CSAI, 32_BC, 35_BSC",,,
Boudhayan Maurrya,Better luck next time,,,
Chhuana Vishwakarma,"15_CHE, 16_BIOE, 25_FPT",,,
Subhajit Vishwakarma,Better luck next time,,,
Aseelah Pandey,"04_CSR, 24_PROD, 13_CE",,,
Sujan Rao,"28_METE, 29_TEXE, 31_POLE",,,
Shankr Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Kunal Kumar Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Venkataramana Devi,"28_METE, 29_TEXE, 31_POLE",,,
Shnkar Gupta,Better luck next time,,,
Gora Rajput,Better luck next time,,,
Bhim Sonkar,Better luck next time,,,
Udaykumar Mishra,Better luck next time,,,
Gopi Nath Devi,Better luck next time,,,
Ruku Rao,"28_METE, 29_TEXE, 31_POLE",,,
Ramsurat Pratap,Better luck next time,,,
Kowshik Gupta,Better luck next time,,,
Niteen Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Azan Pandit,"04_CSR, 24_PROD, 13_CE",,,
Narayanarao Seth,"04_CSR, 24_PROD, 13_CE",,,
Vishwa Rajput,Better luck next time,,,
Ayyanar Pandit,"02_CSAI, 32_BC, 35_BSC",,,
Mhadev Gupta,Better luck next time,,,
Dhoom Devi,"09_ECE, 23_AEE, 26_AGRE",,,
Jenti Rajput,Better luck next time,,,
Abhineet Yadav,Better luck next time,,,
Govind Yadav Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Sainul Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Aksh Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Swadesh Srivastav,Better luck next time,,,
Malviya Rai,Better luck next time,,,
Abhirath Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Peddi Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Asit Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Jayalakshmi Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Naam Vishwakarma,Better luck next time,,,
Mustkeem Rai,"28_METE, 29_TEXE, 31_POLE",,,
Md Sarfaraj Maurrya,"04_CSR, 24_PROD, 13_CE",,,
Mahek Rai,Better luck next time,,,
Deb Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Vasudeo Mishra,Better luck next time,,,
Anshu Seth,Better luck next time,,,
Emolic Divedi,Better luck next time,,,
Devaram Seth,Better luck next time,,,
Varuna Tiwari,Better luck next time,,,
Kadam Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Ajendra Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Satyawan Rao,"28_METE, 29_TEXE, 31_POLE",,,
Jakkula Seth,Better luck next time,,,
Gomathi Singh,"05_CSECS, 32_BC, 36_BSP",,,
Jaikumar Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Anul Maurrya,Better luck next time,,,
Satyavir Devi,"28_METE, 29_TEXE, 31_POLE",,,
Rampyare Rajput,"28_METE, 29_TEXE, 31_POLE",,,
जीवन Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Bandi Singh,"28_METE, 29_TEXE, 31_POLE",,,
Khesari Lal Sonkar,Better luck next time,,,
Chetak Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Navdeep Rao,"28_METE, 29_TEXE, 31_POLE",,,
Bulu Rao,Better luck next time,,,
Vishwash Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Saroj Kumar Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Soni Singh Sonkar,Better luck next time,,,
Ravikant Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Venkata Ramana Pandey,Better luck next time,,,
Manish Kumar Rao,"04_CSR, 24_PROD, 13_CE",,,
P C Seth,"05_CSECS, 32_BC, 36_BSP",,,
Karina Rai,Better luck next time,,,
Munilal Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Adinath Tiwari,Better luck next time,,,
Vimalkumar Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Sobhan Thakur,Better luck next time,,,
Samay Sonkar,Better luck next time,,,
Prvin Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Shajamal Rao,"09_ECE, 23_AEE, 26_AGRE",,,
Shatrughan Pandey,"02_CSAI, 32_BC, 35_BSC",,,
Adeeba Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Pirtam Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Chet Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Rider Tiwari,Better luck next time,,,
Majibul Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Aaisha Sonkar,Better luck next time,,,
Prince Raj Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Ratika Maurrya,Better luck next time,,,
Mihika Rajput,Better luck next time,,,
Punam Devi,"28_METE, 29_TEXE, 31_POLE",,,
Prasanjit Rajput,"04_CSR, 24_PROD, 13_CE",,,
Jayanta Kumar Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Gomateshwar Rao,Better luck next time,,,
Brahma Maurrya,"04_CSR, 24_PROD, 13_CE",,,
Sana Khan Maurrya,Better luck next time,,,
Mamita Tiwari,"09_ECE, 23_AEE, 26_AGRE",,,
Daman Thakur,Better luck next time,,,
Rakshanda Maurrya,Better luck next time,,,
Vibhuti Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Saddik Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Bhargava Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Budharam Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Bharathkumar Pratap,"04_CSR, 24_PROD, 13_CE",,,
Chiti Seth,Better luck next time,,,
Karan Raj Maurya,"09_ECE, 23_AEE, 26_AGRE",,,
Aasma Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Danger Yadav,"02_CSAI, 32_BC, 35_BSC",,,
Divya Pandey,Better luck next time,,,
Gangadharan Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Rahual Seth,"02_CSAI, 32_BC, 35_BSC",,,
Palanisamy Sonkar,"05_CSECS, 32_BC, 36_BSP",,,
Runjun Rajput,Better luck next time,,,
Soeb Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Ashokan Devi,"28_METE, 29_TEXE, 31_POLE",,,
Bangaram Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Dharmnath Tiwari,"02_CSAI, 32_BC, 35_BSC",,,
Mahesha Sonkar,Better luck next time,,,
Aanjaneya Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Shalendra Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Mrinmay Mishra,Better luck next time,,,
Akela Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Anushka Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Ugam Seth,"07_CSBS, 19_MECH, 27_DTE",,,
अजित Rao,Better luck next time,,,
Unnati Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Mosim Divedi,Better luck next time,,,
Mrinal Kanti Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Manmadha Singh,Better luck next time,,,
Raj Bahadur Divedi,Better luck next time,,,
Anjan Kumar Gupta,Better luck next time,,,
Nawin Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Ram Gopal Yadav,Better luck next time,,,
Babuji Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Varu Seth,"28_METE, 29_TEXE, 31_POLE",,,
Bijayalaxmi Yadav,Better luck next time,,,
Areeba Singh,Better luck next time,,,
Chandr Pratap,"28_METE, 29_TEXE, 31_POLE",,,
गुलाब Pratap,"04_CSR, 24_PROD, 13_CE",,,
Sagen Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Habibulla Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Narsimlu Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Tarini Gupta,"04_CSR, 24_PROD, 13_CE",,,
Bale Singh,"04_CSR, 24_PROD, 13_CE",,,
Md Zubair Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Pratibha Sonkar,Better luck next time,,,
Saddamhussain Pratap,"05_CSECS, 32_BC, 36_BSP",,,
Lal Ji Sonkar,Better luck next time,,,
Payel Rai,"28_METE, 29_TEXE, 31_POLE",,,
Rehmat Pratap,"04_CSR, 24_PROD, 13_CE",,,
Thanuja Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Shlok Thakur,Better luck next time,,,
शेख Kumar,"07_CSBS, 19_MECH, 27_DTE",,,
सनी Rai,"05_CSECS, 32_BC, 36_BSP",,,
Musafir Divedi,"02_CSAI, 32_BC, 35_BSC",,,
Satosh Mishra,"04_CSR, 24_PROD, 13_CE",,,
राकेश कुमार Rao,Better luck next time,,,
Rustom Vishwakarma,Better luck next time,,,
Raghu Nath Kumar,Better luck next time,,,
Dhanaram Sonkar,Better luck next time,,,
Pruthvi Rao,"28_METE, 29_TEXE, 31_POLE",,,
Jayparkash Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Aaroohi Singh,"04_CSR, 24_PROD, 13_CE",,,
Mahir Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Minu Yadav,Better luck next time,,,
Bhawana Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Radheyshyam Thakur,"07_CSBS, 19_MECH, 27_DTE",,,
Sarvind Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Kirsna Rao,Better luck next time,,,
Rav Gupta,Better luck next time,,,
Prahlad Singh Gupta,Better luck next time,,,
Anita Kumari Mishra,"04_CSR, 24_PROD, 13_CE",,,
Hafij Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Rakibul Rajput,Better luck next time,,,
Pardhan Yadav,"04_CSR, 24_PROD, 13_CE",,,
Kanhaya Maurya,Better luck next time,,,
Priyabrata Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Abhishek Yadav Rao,Better luck next time,,,
Ravishankar Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Golok Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Premjeet Mishra,Better luck next time,,,
Thangamani Rao,Better luck next time,,,
Sunidhi Thakur,Better luck next time,,,
Pranav Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Ramesh Rao,"28_METE, 29_TEXE, 31_POLE",,,
Ashfaq Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Shakya Thakur,"09_ECE, 23_AEE, 26_AGRE",,,
Istekhar Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Abdesh Rai,"28_METE, 29_TEXE, 31_POLE",,,
Md Afsar Gupta,Better luck next time,,,
Avadhesh Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Naira Mishra,Better luck next time,,,
Mashuk Kumari,Better luck next time,,,
Mohor Kumari,"02_CSAI, 32_BC, 35_BSC",,,
Gana Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Amirtha Mishra,Better luck next time,,,
Tikesh Thakur,Better luck next time,,,
Jadhav Gupta,Better luck next time,,,
Praksh Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Aafiya Rajput,Better luck next time,,,
Sahitya Pratap,"04_CSR, 24_PROD, 13_CE",,,
Devchand Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Suresh S Rao,Better luck next time,,,
Shuaib Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Aijaz Seth,Better luck next time,,,
Subramaniyan Gupta,Better luck next time,,,
Goutham Gupta,Better luck next time,,,
Raja Babu Pandey,"15_CHE, 16_BIOE, 25_FPT",,,
Yuvan Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Surinder Kumari,"05_CSECS, 32_BC, 36_BSP",,,
Jayamma Sonkar,Better luck next time,,,
Abhinav Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Kanda Rao,Better luck next time,,,
Ramchand Singh,Better luck next time,,,
Sreeja Kumari,"07_CSBS, 19_MECH, 27_DTE",,,
Trinayan Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Narendra Kumar Mishra,"04_CSR, 24_PROD, 13_CE",,,
Akhim Thakur,Better luck next time,,,
Chetu Vishwakarma,Better luck next time,,,
Kashmiri Tiwari,Better luck next time,,,
Aklesh Rao,"04_CSR, 24_PROD, 13_CE",,,
Ashavin Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Aakansha Sonkar,Better luck next time,,,
Sikandr Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Dhruval Singh,"02_CSAI, 32_BC, 35_BSC",,,
Rajkisor Singh,Better luck next time,,,
Raghvendra Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Kashmir Kumar,"04_CSR, 24_PROD, 13_CE",,,
Somar Rao,"04_CSR, 24_PROD, 13_CE",,,
Chikun Seth,Better luck next time,,,
Israt Mishra,Better luck next time,,,
Mohit Yadav Seth,Better luck next time,,,
Himmat Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Mohit Yadav Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Sajid Ali Pandit,Better luck next time,,,
Borun Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Yashvant Divedi,"04_CSR, 24_PROD, 13_CE",,,
अरजुन Rai,Better luck next time,,,
Amichand Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Manjur Maurya,Better luck next time,,,
Zubair Kumari,Better luck next time,,,
Makwana Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Guddan Thakur,"05_CSECS, 32_BC, 36_BSP",,,
ભરત Mishra,Better luck next time,,,
Ramnaresh Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Aanjaneya Vishwakarma,"05_CSECS, 32_BC, 36_BSP",,,
Bherusingh Yadav,"04_CSR, 24_PROD, 13_CE",,,
Sawai Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Seetaram Pratap,Better luck next time,,,
Cutexx Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Rish Gupta,"02_CSAI, 32_BC, 35_BSC",,,
Ukil Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Navnath Pandit,Better luck next time,,,
Md Faizan Thakur,Better luck next time,,,
Riaj Rai,"28_METE, 29_TEXE, 31_POLE",,,
Darji Rao,Better luck next time,,,
Yogesh Mishra,Better luck next time,,,
Mohd Arif Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Dibya Jyoti Vishwakarma,Better luck next time,,,
Suja Pandey,Better luck next time,,,
Somi Rao,"28_METE, 29_TEXE, 31_POLE",,,
Mausham Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Abneesh Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Arvind Yadav Seth,"28_METE, 29_TEXE, 31_POLE",,,
Deepchand Rai,Better luck next time,,,
Tillu Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Sarth Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Joney Vishwakarma,Better luck next time,,,
Allu Arjun Thakur,Better luck next time,,,
Parthiban Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Basavaraj Tiwari,Better luck next time,,,
Latesh Tiwari,Better luck next time,,,
Gorakshanath Thakur,Better luck next time,,,
Alpana Seth,Better luck next time,,,
Shahib Rai,"28_METE, 29_TEXE, 31_POLE",,,
Pranaya Kumari,Better luck next time,,,
J R Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Nootan Rajput,"02_CSAI, 32_BC, 35_BSC",,,
Aaniya Pandey,Better luck next time,,,
Thapa Maurya,"02_CSAI, 32_BC, 35_BSC",,,
Prajjwal Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Dipu Rao,Better luck next time,,,
Aashiq Devi,Better luck next time,,,
Rupes Kumar,"09_ECE, 23_AEE, 26_AGRE",,,
Sreekumar Vishwakarma,Better luck next time,,,
Begum Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Nikhat Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Rajesh Kr Vishwakarma,Better luck next time,,,
Jyotiba Kumar,Better luck next time,,,
Sunil Yadav Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Arsalaan Kumari,"02_CSAI, 32_BC, 35_BSC",,,
Jiabur Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Lavina Rai,"04_CSR, 24_PROD, 13_CE",,,
Virender Kumar Kumari,"07_CSBS, 19_MECH, 27_DTE",,,
Swapan Kumar Pandey,Better luck next time,,,
Mohidul Maurrya,Better luck next time,,,
Narayanarao Rajput,Better luck next time,,,
Saleha Srivastav,"04_CSR, 24_PROD, 13_CE",,,
Khushwant Rao,Better luck next time,,,
Borun Rai,Better luck next time,,,
Sohani Vishwakarma,Better luck next time,,,
Jilla Devi,"28_METE, 29_TEXE, 31_POLE",,,
Udhayakumar Srivastav,Better luck next time,,,
Somesh Maurya,Better luck next time,,,
Prem Shankar Mishra,Better luck next time,,,
Rajlakshmi Kumar,"02_CSAI, 32_BC, 35_BSC",,,
Fantastic Vishwakarma,"05_CSECS, 32_BC, 36_BSP",,,
Vasani Pandey,Better luck next time,,,
Kahkashan Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Kshama Thakur,Better luck next time,,,
Jamuna Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Abhay Raj Seth,"05_CSECS, 32_BC, 36_BSP",,,
Junas Rao,"05_CSECS, 32_BC, 36_BSP",,,
Kharadi Seth,"05_CSECS, 32_BC, 36_BSP",,,
कैलास Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Abdul Kalam Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Jamunadas Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Kantesh Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Dhaya Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Bhargava Divedi,"04_CSR, 24_PROD, 13_CE",,,
Vanitha Rao,Better luck next time,,,
Brij Kishor Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Janta Mishra,Better luck next time,,,
Prabhasini Rao,Better luck next time,,,
Harika Devi,"05_CSECS, 32_BC, 36_BSP",,,
Dk Vishwakarma,Better luck next time,,,
Sagnik Maurya,Better luck next time,,,
Chintan Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Kumari Rai,"04_CSR, 24_PROD, 13_CE",,,
Pani Pratap,Better luck next time,,,
