Student_Names,Study_Hours,Part_Time_Job,Math,Physics,Chemistry,Grade,Comment
Sarfaraj Tiwari,1,No,57,29,61,D,Poor Pursuance
Sipra Gupta,1,Yes,43,39,22,D,Poor Pursuance
Avinash Kumar Maurya,1,Yes,72,56,58,B,Average Performance
Poornima Pandey,5,No,46,17,38,D,Poor Pursuance
Tiru Tiwari,5,Yes,15,51,72,D,Poor Pursuance
Dhunu Tiwari,2,Yes,77,89,94,A,Very Good Achivement
Ram Jee Kumari,9,Yes,48,40,79,C,Below Average Achivement
Souvick Yadav,6,Yes,98,73,71,B+,Good Pursuance
Hoshiyar Sonkar,6,No,52,83,96,B+,Good Pursuance
Hashmukh Srivastav,5,No,18,65,94,C,Below Average Achivement
Tehseen Maurya,7,Yes,20,44,11,F,Failed
मोहित Pandey,9,Yes,63,69,92,B+,Good Pursuance
Md Gufran Pandey,9,No,24,72,98,B,Average Performance
Shresth Rajput,7,No,34,68,43,D,Poor Pursuance
Arunita Mishra,4,Yes,85,86,42,B+,Good Pursuance
Shek Maurya,6,No,69,97,84,A,Very Good Achivement
Anad Thakur,2,No,84,27,60,C,Below Average Achivement
Bhagavan Maurrya,4,No,80,58,42,C,Below Average Achivement
Munna Kumar Seth,7,No,30,86,25,D,Poor Pursuance
Dyaneshwar Gupta,1,No,83,28,13,D,Poor Pursuance
Md Firoz Seth,8,No,82,97,99,A+,Excellent Performance
Jaywant Pandey,2,Yes,24,33,81,D,Poor Pursuance
Vikas Raj Gupta,9,Yes,57,80,72,B,Average Performance
Dibyaranjan Tiwari,6,Yes,79,35,100,B+,Good Pursuance
Nayantara Singh,1,No,91,25,71,B,Average Performance
Harpreet Singh Singh,8,Yes,69,15,87,C,Below Average Achivement
Vashu Devi,2,Yes,81,12,27,D,Poor Pursuance
Omsingh Singh,8,Yes,23,96,81,B,Average Performance
Praduman Yadav,7,No,56,58,98,B,Average Performance
Surbhi Yadav,6,Yes,68,13,18,D,Poor Pursuance
Inaya Sonkar,3,Yes,77,84,55,B+,Good Pursuance
Aviral Rajput,4,Yes,30,90,30,D,Poor Pursuance
Jerin Kumari,1,No,74,42,48,C,Below Average Achivement
Chaiti Vishwakarma,3,No,42,67,80,B,Average Performance
Kaliraj Rai,1,Yes,24,45,64,D,Poor Pursuance
Md Iqbal Pandit,4,Yes,26,25,88,D,Poor Pursuance
Imman Pandey,5,Yes,67,94,65,B+,Good Pursuance
Bulbul Gupta,10,No,81,32,29,D,Poor Pursuance
Satnam Kumari,8,No,21,55,36,D,Poor Pursuance
Padmanabha Rai,5,Yes,35,100,34,C,Below Average Achivement
Rithvika Seth,6,No,60,89,48,B,Average Performance
Prasenjit Rao,9,Yes,99,76,91,A,Very Good Achivement
Kanubhai Sonkar,6,No,46,38,79,C,Below Average Achivement
Anjar Pandit,4,No,98,99,82,A+,Excellent Performance
Shrwan Thakur,9,Yes,33,25,19,F,Failed
Chiran Rajput,3,No,62,65,59,B,Average Performance
Vikaram Singh,5,Yes,27,61,83,C,Below Average Achivement
Bharatbhai Pandit,3,Yes,52,67,18,D,Poor Pursuance
Raushan Singh Rajput,10,Yes,93,96,81,A,Very Good Achivement
Srivani Yadav,9,Yes,37,84,41,C,Below Average Achivement
Meenal Rai,1,No,10,91,100,B,Average Performance
Gajbaahu Pandit,4,No,70,71,45,B,Average Performance
Gunjan Vishwakarma,5,Yes,12,70,82,C,Below Average Achivement
Anbar Vishwakarma,5,No,38,23,37,F,Failed
Sathyam Rao,6,No,36,64,51,D,Poor Pursuance
Chhote Seth,3,Yes,69,91,70,B+,Good Pursuance
Tathagata Pandit,1,Yes,83,40,76,B,Average Performance
Dhruba Rao,9,No,69,58,27,C,Below Average Achivement
Md Islam Rai,7,Yes,65,46,90,B,Average Performance
Ramkaran Seth,6,Yes,47,28,28,D,Poor Pursuance
Amit Raj Devi,9,No,96,95,68,A,Very Good Achivement
Ramkisan Mishra,1,No,76,62,65,B,Average Performance
Hardayal Rai,7,No,100,81,29,B,Average Performance
Atanu Singh,4,No,77,56,48,C,Below Average Achivement
Shaktiman Sonkar,1,Yes,42,26,13,F,Failed
Aayesha Tiwari,4,Yes,34,47,79,C,Below Average Achivement
कुंवर Maurrya,4,Yes,10,74,36,D,Poor Pursuance
Kariya Sonkar,10,No,59,83,31,C,Below Average Achivement
Thoibi Yadav,7,No,49,40,47,D,Poor Pursuance
Rajveer Yadav,8,Yes,39,77,35,D,Poor Pursuance
Sunaina Gupta,7,Yes,19,33,44,F,Failed
Someshwar Yadav,3,Yes,43,88,97,B+,Good Pursuance
Sayantani Mishra,7,No,28,39,91,C,Below Average Achivement
Ekanath Rao,5,Yes,25,20,18,F,Failed
Shabnam Yadav,9,No,66,97,66,B+,Good Pursuance
Aun Vishwakarma,3,Yes,81,14,48,D,Poor Pursuance
Bhuro Rajput,9,Yes,37,65,41,D,Poor Pursuance
Tulasiram Rao,1,No,13,84,88,B,Average Performance
Thulasi Singh,2,Yes,59,63,61,B,Average Performance
Mushahid Sonkar,2,No,75,57,64,B,Average Performance
Harshada Pratap,1,No,85,44,42,C,Below Average Achivement
Sg Rao,8,Yes,67,59,52,C,Below Average Achivement
Rohin Pandey,1,No,32,45,19,F,Failed
Ravindranath Maurrya,1,Yes,83,65,75,B+,Good Pursuance
Dalpat Singh,4,No,71,18,38,D,Poor Pursuance
Jaikishan Vishwakarma,5,Yes,27,23,52,D,Poor Pursuance
Rana Pratap Pratap,2,Yes,94,65,32,B,Average Performance
Eswararao Rao,7,Yes,35,96,80,B,Average Performance
Pinder Singh,8,No,67,76,56,B,Average Performance
Devraaj Devi,6,Yes,36,63,43,D,Poor Pursuance
Suvash Srivastav,3,No,82,18,76,C,Below Average Achivement
Devkumar Vishwakarma,10,Yes,37,52,50,D,Poor Pursuance
Bibekananda Srivastav,6,No,96,51,40,B,Average Performance
Mahendiran Kumari,3,No,58,68,99,B+,Good Pursuance
Harjeet Rai,10,No,88,24,27,D,Poor Pursuance
Rajendra Prasad Maurya,2,Yes,68,98,63,B+,Good Pursuance
Tapashi Pandey,8,Yes,71,63,83,B+,Good Pursuance
Rampati Gupta,3,No,63,50,32,D,Poor Pursuance
Prakruti Rai,9,Yes,37,28,76,D,Poor Pursuance
Pinder Kumari,4,Yes,28,20,33,F,Failed
Babbu Divedi,1,Yes,25,53,88,C,Below Average Achivement
Vishambhar Maurrya,8,Yes,13,21,55,F,Failed
Maheshkumar Pratap,1,Yes,95,24,93,B,Average Performance
Gamara Yadav,10,No,48,92,90,B+,Good Pursuance
Dhanu Rajput,4,Yes,81,67,75,B+,Good Pursuance
Allu Arjun Yadav,7,No,84,13,87,B,Average Performance
Mond Yadav,6,No,40,59,51,D,Poor Pursuance
Ajithkumar Rajput,10,Yes,59,30,28,D,Poor Pursuance
Parbhu Divedi,3,No,26,16,55,F,Failed
Prince Vishwakarma,5,No,34,32,97,C,Below Average Achivement
Rajeev Kumar Singh,5,No,51,38,61,D,Poor Pursuance
Ganesh Chandra Pratap,4,Yes,91,33,41,C,Below Average Achivement
Rehena Sonkar,9,No,51,44,37,D,Poor Pursuance
Babu Singh Maurya,5,No,53,17,70,D,Poor Pursuance
Jai Kumar Maurya,7,No,78,85,100,A,Very Good Achivement
Zameer Maurya,6,Yes,72,70,72,B+,Good Pursuance
Deepaprabha Tiwari,4,Yes,52,40,36,D,Poor Pursuance
Jithendra Rajput,7,Yes,96,45,62,B,Average Performance
Raghu Pratap,7,No,68,42,19,D,Poor Pursuance
Madhava Maurrya,9,Yes,73,59,100,B+,Good Pursuance
Anupam Seth,4,No,18,98,79,B,Average Performance
Prafull Vishwakarma,2,No,16,38,27,F,Failed
Ubaid Thakur,4,Yes,15,93,90,B,Average Performance
Santha Srivastav,7,Yes,20,37,39,F,Failed
Settu Singh,6,No,92,94,34,B+,Good Pursuance
Lokhi Pratap,9,Yes,50,15,16,F,Failed
Master Pandey,2,Yes,86,16,97,B,Average Performance
Rahul Saini Rajput,7,No,40,10,54,D,Poor Pursuance
Dattaram Pandey,8,No,12,13,18,F,Failed
Sanjai Sonkar,1,No,49,37,39,D,Poor Pursuance
Palas Rao,3,No,15,92,65,C,Below Average Achivement
Draupadi Gupta,7,No,98,26,39,C,Below Average Achivement
Esrail Pratap,2,Yes,47,51,46,D,Poor Pursuance
Sadeeq Vishwakarma,3,No,38,75,61,C,Below Average Achivement
Bindurekha Tiwari,7,No,98,17,45,C,Below Average Achivement
Ajay Bhai Gupta,7,Yes,81,75,13,C,Below Average Achivement
Raghaw Mishra,7,No,22,97,81,B,Average Performance
Sanyog Sonkar,9,Yes,11,93,11,D,Poor Pursuance
Kanav Rao,5,No,48,59,59,C,Below Average Achivement
Yasodha Maurya,8,Yes,52,56,45,C,Below Average Achivement
Ajaj Kumar,8,No,82,59,97,B+,Good Pursuance
Naimul Maurrya,3,Yes,74,59,31,C,Below Average Achivement
Rabinarayan Thakur,4,Yes,48,67,75,B,Average Performance
Om Prakash Mishra,8,No,49,29,26,D,Poor Pursuance
Pallavi Divedi,9,No,13,13,92,D,Poor Pursuance
Dutta Rajput,10,No,46,71,84,B,Average Performance
Rithvika Gupta,7,Yes,31,33,56,D,Poor Pursuance
Gajjar Yadav,6,No,53,38,48,D,Poor Pursuance
Sohan Singh Sonkar,10,Yes,83,91,70,A,Very Good Achivement
Muzamil Rai,9,No,68,68,85,B+,Good Pursuance
Aameen Maurya,5,Yes,99,55,75,B+,Good Pursuance
Manor Kumari,8,Yes,37,13,91,D,Poor Pursuance
Raju Sharma Gupta,6,No,38,89,47,C,Below Average Achivement
Somdev Rai,10,No,34,58,31,D,Poor Pursuance
Gourav Kumar Seth,5,No,100,55,89,A,Very Good Achivement
Ranvijay Rai,2,No,91,40,56,B,Average Performance
Parshuram Yadav,8,No,41,100,29,C,Below Average Achivement
Saraswati Srivastav,3,Yes,55,77,28,C,Below Average Achivement
Shaswat Srivastav,7,Yes,31,92,98,B+,Good Pursuance
Chhandak Mishra,4,Yes,60,37,16,D,Poor Pursuance
Madhuri Divedi,1,No,92,99,74,A,Very Good Achivement
Nehru Pandey,4,Yes,51,34,76,C,Below Average Achivement
Ashvini Pandey,6,No,53,81,34,C,Below Average Achivement
Adrija Divedi,6,No,32,95,79,B,Average Performance
Miton Kumari,1,Yes,48,20,44,D,Poor Pursuance
Badrul Singh,5,No,44,36,99,C,Below Average Achivement
Moolchand Rao,1,Yes,20,78,78,C,Below Average Achivement
Vina Rajput,4,Yes,26,28,11,F,Failed
Shambhu Sonkar,9,Yes,80,56,44,C,Below Average Achivement
Vivek Kumari,1,Yes,36,31,91,C,Below Average Achivement
Rao Gupta,1,Yes,88,70,86,A,Very Good Achivement
Manashi Pratap,5,No,59,57,43,C,Below Average Achivement
Maheboob Vishwakarma,8,Yes,100,29,69,B,Average Performance
Apoorv Pratap,3,Yes,86,53,28,C,Below Average Achivement
Nityanand Yadav,9,Yes,92,62,33,B,Average Performance
Mostakin Mishra,7,Yes,79,47,73,B,Average Performance
Kuni Rai,1,Yes,21,43,60,D,Poor Pursuance
Mahindar Rao,9,Yes,100,96,42,B+,Good Pursuance
Chandrasekaran Yadav,9,No,97,38,57,B,Average Performance
Rn Kumari,9,No,93,74,33,B,Average Performance
Himakshi Srivastav,10,No,88,73,53,B+,Good Pursuance
Shushma Vishwakarma,4,No,93,24,42,C,Below Average Achivement
Pittala Seth,3,Yes,81,64,85,B+,Good Pursuance
Amrit Kumar Sonkar,3,No,23,87,77,B,Average Performance
Thippesh Singh,8,No,44,91,18,C,Below Average Achivement
Vaasu Thakur,5,No,20,16,84,D,Poor Pursuance
Sanyog Sonkar,1,No,60,36,100,B,Average Performance
अनुराग Mishra,4,No,33,18,97,D,Poor Pursuance
Nosad Tiwari,5,No,99,50,79,B+,Good Pursuance
Pillu Srivastav,3,No,54,11,12,F,Failed
Saswati Vishwakarma,8,Yes,96,90,23,B,Average Performance
Shilpa Divedi,7,No,15,37,67,D,Poor Pursuance
Vasav Tiwari,8,Yes,86,33,87,B,Average Performance
Pratyusha Pandit,5,No,32,92,74,B,Average Performance
Farooque Sonkar,5,No,15,85,10,D,Poor Pursuance
Champakali Singh,8,Yes,64,78,12,C,Below Average Achivement
Kirankumar Rao,2,No,19,74,69,C,Below Average Achivement
Rasik Singh,8,Yes,37,67,89,B,Average Performance
Shaid Srivastav,9,Yes,70,20,22,D,Poor Pursuance
Harshini Kumar,2,Yes,36,72,100,B,Average Performance
Deepk Vishwakarma,5,No,65,23,93,C,Below Average Achivement
Arman Vishwakarma,2,No,67,65,89,B+,Good Pursuance
Khushiram Tiwari,4,Yes,16,76,20,D,Poor Pursuance
Dhanji Pratap,6,Yes,89,16,64,C,Below Average Achivement
Pintukumar Rao,3,No,86,17,58,C,Below Average Achivement
Shah Sonkar,5,Yes,80,32,89,B,Average Performance
Jitender Singh Kumar,6,Yes,90,30,61,C,Below Average Achivement
Sanjip Vishwakarma,5,No,14,79,88,C,Below Average Achivement
Shourya Thakur,3,No,50,35,49,D,Poor Pursuance
राज कुमार Seth,8,No,96,97,44,B+,Good Pursuance
Babay Mishra,10,Yes,84,88,87,A,Very Good Achivement
Vaijayantimala Tiwari,2,Yes,92,58,97,A,Very Good Achivement
Manju Divedi,5,No,97,86,34,B+,Good Pursuance
Md Mumtaj Rai,8,No,34,72,60,C,Below Average Achivement
Ojha Yadav,6,Yes,40,45,78,C,Below Average Achivement
Aliya Mishra,3,Yes,62,49,49,C,Below Average Achivement
Brijkishor Gupta,9,Yes,33,24,80,D,Poor Pursuance
Jagroop Maurya,1,No,78,79,56,B+,Good Pursuance
राजेश कुमार Thakur,7,Yes,58,48,31,D,Poor Pursuance
Md Zafar Vishwakarma,7,Yes,99,40,57,B,Average Performance
Aaniya Singh,1,No,28,65,79,C,Below Average Achivement
Anas Khan Srivastav,8,No,70,39,39,D,Poor Pursuance
Prem Shankar Sonkar,1,No,31,94,100,B+,Good Pursuance
Adrija Pandey,4,Yes,49,90,93,B+,Good Pursuance
Sandeep Raj Divedi,3,No,28,73,49,D,Poor Pursuance
Mahendara Sonkar,1,No,52,83,97,B+,Good Pursuance
Ashis Kumar Divedi,10,Yes,32,14,10,F,Failed
Kamu Devi,9,Yes,80,64,47,B,Average Performance
Neerj Thakur,6,No,90,90,39,B+,Good Pursuance
Ritu Raj Pandey,9,Yes,97,58,85,B+,Good Pursuance
Chandravadan Pandey,10,No,24,77,97,B,Average Performance
Taral Rai,2,No,39,82,72,B,Average Performance
Dasu Divedi,9,No,26,49,79,C,Below Average Achivement
Guman Rao,9,Yes,11,69,64,D,Poor Pursuance
Asadul Rai,8,Yes,64,31,60,C,Below Average Achivement
Haridas Rajput,8,Yes,25,29,35,F,Failed
Hari Prasad Seth,4,No,98,25,65,B,Average Performance
Babloo Rao,1,No,47,74,62,B,Average Performance
Dwarkanath Singh,2,No,32,87,63,C,Below Average Achivement
Chaitanya Tiwari,2,Yes,32,62,74,C,Below Average Achivement
Sushanta Rao,10,No,55,22,57,D,Poor Pursuance
Shashikanth Vishwakarma,2,No,16,45,22,F,Failed
Pappa Divedi,10,Yes,94,69,61,B+,Good Pursuance
Anant Pratap,8,Yes,52,62,94,B,Average Performance
Abdul Mannan Gupta,7,Yes,64,74,23,C,Below Average Achivement
Aakash Kumar Seth,8,No,52,91,86,B+,Good Pursuance
Shreyash Thakur,7,Yes,98,79,67,A,Very Good Achivement
Udipta Gupta,3,Yes,89,37,16,D,Poor Pursuance
Sravankumar Vishwakarma,7,No,93,61,22,C,Below Average Achivement
Rewant Singh,3,Yes,33,44,24,D,Poor Pursuance
Vinay Singh,7,No,65,82,72,B+,Good Pursuance
Sombhu Rajput,4,No,51,39,99,B,Average Performance
Waliullah Devi,8,No,71,51,13,D,Poor Pursuance
Smruti Ranjan Mishra,10,No,96,98,58,A,Very Good Achivement
Tikendra Gupta,1,No,58,41,17,D,Poor Pursuance
Mandip Rajput,1,No,54,80,38,C,Below Average Achivement
Avhi Rao,7,No,47,27,22,F,Failed
Boddu Mishra,6,No,63,26,54,D,Poor Pursuance
Chandar Devi,6,Yes,79,10,81,C,Below Average Achivement
Pateliya Rao,1,No,83,46,92,B+,Good Pursuance
Bipinkumar Mishra,4,No,73,47,44,C,Below Average Achivement
Jitendra Kumar Seth,4,Yes,53,41,34,D,Poor Pursuance
Danush Pandit,3,Yes,43,52,46,D,Poor Pursuance
Vakeel Vishwakarma,10,Yes,78,26,41,D,Poor Pursuance
भवर Sonkar,6,No,30,63,90,B,Average Performance
Tejraj Rai,8,No,47,32,76,C,Below Average Achivement
Samirul Kumari,5,Yes,56,64,49,C,Below Average Achivement
Prabhu Dayal Gupta,10,Yes,42,10,22,F,Failed
Ummed Kumar,2,Yes,95,83,17,B,Average Performance
Muttanna Maurrya,6,No,35,24,17,F,Failed
Dakshata Yadav,2,Yes,11,36,12,F,Failed
Live Mishra,2,Yes,12,19,82,D,Poor Pursuance
Ummar Seth,10,No,98,100,71,A,Very Good Achivement
Brijpal Pandey,4,Yes,76,62,85,B+,Good Pursuance
Sitara Pandey,1,Yes,69,67,70,B,Average Performance
Sattar Seth,5,No,100,56,47,B,Average Performance
D J Vishwakarma,5,No,65,75,74,B+,Good Pursuance
Santram Rajput,8,No,38,76,27,D,Poor Pursuance
Prite Singh,4,Yes,13,27,53,F,Failed
Ravali Srivastav,2,Yes,62,22,27,D,Poor Pursuance
Sandipan Yadav,9,No,59,49,43,D,Poor Pursuance
Piraji Rao,4,Yes,98,48,63,B,Average Performance
Vilash Divedi,3,Yes,77,14,35,D,Poor Pursuance
Twinkle Srivastav,3,No,72,24,60,C,Below Average Achivement
Md Sonkar,10,No,55,61,11,D,Poor Pursuance
Debdas Seth,9,Yes,80,26,44,D,Poor Pursuance
Satyanand Kumar,5,No,81,65,29,C,Below Average Achivement
Raghab Rao,1,Yes,68,75,56,B,Average Performance
Haina Singh,8,No,36,91,88,B+,Good Pursuance
Chaman Lal Maurya,2,No,29,75,90,B,Average Performance
Chandrakanta Sonkar,3,Yes,21,33,75,D,Poor Pursuance
Rajiv Ranjan Rao,10,Yes,43,23,46,D,Poor Pursuance
Visnu Srivastav,8,Yes,66,84,92,B+,Good Pursuance
Sherya Yadav,4,No,39,76,68,B,Average Performance
Babali Singh,1,Yes,72,47,79,B,Average Performance
Sukhdev Gupta,3,Yes,82,54,36,C,Below Average Achivement
Lakkappa Thakur,4,Yes,27,70,69,C,Below Average Achivement
Sippu Gupta,5,Yes,19,73,19,D,Poor Pursuance
Zishan Rajput,6,No,68,12,78,C,Below Average Achivement
Jai Prakash Yadav,1,Yes,27,21,10,F,Failed
Nithu Seth,4,No,95,85,74,A,Very Good Achivement
Garg Sonkar,2,No,77,91,85,A,Very Good Achivement
Dhami Pandey,1,No,82,85,78,A,Very Good Achivement
Inaya Singh,5,Yes,35,71,77,B,Average Performance
Ritam Rao,6,Yes,23,65,72,C,Below Average Achivement
Bharatsingh Seth,3,No,97,25,71,B,Average Performance
Debnath Rai,7,No,89,43,68,B,Average Performance
Sohidul Vishwakarma,1,Yes,21,90,83,B,Average Performance
Danish Khan Singh,2,Yes,60,79,79,B+,Good Pursuance
Pintu Kumar Mishra,10,Yes,58,74,21,C,Below Average Achivement
Lalaram Rai,8,Yes,16,80,57,C,Below Average Achivement
Suranjit Kumar,8,Yes,48,24,13,F,Failed
Dhanvant Yadav,5,No,29,72,48,D,Poor Pursuance
Mehar Rajput,1,No,52,43,66,C,Below Average Achivement
Vimla Singh,9,No,18,64,46,D,Poor Pursuance
ओंकार Mishra,6,No,49,68,30,D,Poor Pursuance
Rakash Maurya,4,Yes,56,28,77,C,Below Average Achivement
Rajeev Ranjan Yadav,1,No,41,43,79,C,Below Average Achivement
Shobharam Divedi,9,No,32,44,58,D,Poor Pursuance
Rituraj Thakur,2,No,99,40,31,C,Below Average Achivement
Tausif Rajput,7,No,34,46,96,C,Below Average Achivement
Kulen Pandey,5,No,84,20,14,D,Poor Pursuance
Aanandaswarup Rajput,6,No,94,33,71,B,Average Performance
Bechu Rai,4,No,35,32,57,D,Poor Pursuance
Sofior Vishwakarma,5,Yes,40,80,19,D,Poor Pursuance
Bhagabat Mishra,3,Yes,84,71,38,B,Average Performance
Dhansukh Singh,1,No,97,45,31,C,Below Average Achivement
Azmath Vishwakarma,8,No,61,36,19,D,Poor Pursuance
Rs Sonkar,8,No,33,98,69,B,Average Performance
Nagendra Singh,5,No,89,60,11,C,Below Average Achivement
Ranjan Kumar Sonkar,5,Yes,61,91,51,B,Average Performance
Munaf Rai,7,No,15,53,37,D,Poor Pursuance
Gulzar Tiwari,8,Yes,84,73,85,B+,Good Pursuance
Chhathu Pandey,6,Yes,89,41,12,D,Poor Pursuance
Mehtab Srivastav,3,Yes,42,18,66,D,Poor Pursuance
Nandita Rajput,8,Yes,55,96,100,A,Very Good Achivement
Dillip Seth,7,No,89,92,22,B,Average Performance
Mosam Pandit,3,Yes,100,81,51,B+,Good Pursuance
Adv Sonkar,8,Yes,54,14,15,F,Failed
Gauri Vishwakarma,9,No,53,58,38,D,Poor Pursuance
Arjun Lal Singh,10,No,63,82,76,B+,Good Pursuance
Vyshnavi Divedi,7,No,43,89,55,B,Average Performance
Swag Pandit,6,Yes,76,30,29,D,Poor Pursuance
Pran Kumar,6,Yes,65,55,24,D,Poor Pursuance
Simha Singh,5,Yes,17,68,21,D,Poor Pursuance
மணிகண்டன் Rao,3,No,16,56,11,F,Failed
Sanil Rao,7,Yes,51,28,48,D,Poor Pursuance
Likun Thakur,5,No,17,13,46,F,Failed
Sheema Rajput,5,No,84,79,23,B,Average Performance
Naushad Yadav,8,No,97,12,38,D,Poor Pursuance
Swarnima Gupta,4,No,87,10,14,D,Poor Pursuance
Aliya Pandey,6,No,97,80,86,A,Very Good Achivement
Digen Vishwakarma,5,Yes,91,79,94,A,Very Good Achivement
Bhooshit Divedi,2,No,24,45,16,F,Failed
Anikesh Srivastav,9,No,21,76,72,C,Below Average Achivement
Pruthvi Singh,5,Yes,40,71,61,C,Below Average Achivement
Yathish Yadav,2,No,85,44,37,C,Below Average Achivement
Ajad Rajput,8,No,45,77,49,C,Below Average Achivement
Radhesyam Kumari,5,No,45,53,49,D,Poor Pursuance
Nimisha Pandey,4,Yes,40,39,17,F,Failed
Chaku Kumar,6,No,27,97,88,B,Average Performance
Ramalakshmi Divedi,8,Yes,93,18,80,B,Average Performance
Shuvam Thakur,10,Yes,58,14,20,F,Failed
Ram Avtar Devi,5,Yes,81,22,80,B,Average Performance
Jeyakumar Kumar,7,No,23,80,39,D,Poor Pursuance
Hirak Devi,6,No,87,98,61,A,Very Good Achivement
Bhagyesh Kumari,8,Yes,75,20,76,C,Below Average Achivement
Rupsa Sonkar,4,Yes,38,52,10,D,Poor Pursuance
Durgam Singh,8,No,63,23,32,D,Poor Pursuance
Ram Bahadur Tiwari,7,No,98,38,60,B,Average Performance
Ahil Singh,3,No,32,20,29,F,Failed
Ramkesh Tiwari,1,No,95,73,26,B,Average Performance
Darji Srivastav,8,Yes,86,33,90,B,Average Performance
Sachin Kumari,6,No,78,25,41,D,Poor Pursuance
Kalloo Pratap,3,Yes,85,65,15,C,Below Average Achivement
Indumathi Srivastav,8,No,56,85,25,C,Below Average Achivement
Jannu Pandey,6,Yes,60,99,61,B+,Good Pursuance
Silky Rai,2,Yes,40,40,24,D,Poor Pursuance
Ariyan Rao,9,Yes,33,38,10,F,Failed
Mnoj Pratap,1,Yes,63,85,95,A,Very Good Achivement
Sharavan Divedi,1,No,61,93,25,C,Below Average Achivement
Aasish Sonkar,9,Yes,93,58,93,A,Very Good Achivement
Kaliram Pandey,8,Yes,53,96,22,C,Below Average Achivement
Aku Yadav,6,Yes,14,23,82,D,Poor Pursuance
अरुण Kumar,7,Yes,94,50,68,B,Average Performance
Aaru Kumari,10,Yes,44,14,97,C,Below Average Achivement
Krishnat Singh,8,No,85,34,68,B,Average Performance
Parvind Rai,5,Yes,22,32,54,D,Poor Pursuance
Indrajeet Rajput,5,Yes,35,72,42,D,Poor Pursuance
Rangeet Gupta,9,Yes,23,11,56,F,Failed
Shahista Mishra,2,Yes,58,42,78,C,Below Average Achivement
Muniram Tiwari,3,Yes,78,32,45,C,Below Average Achivement
Amrita Tiwari,2,Yes,63,88,35,B,Average Performance
Afsa Tiwari,10,No,90,79,69,B+,Good Pursuance
Devendranath Gupta,3,Yes,52,12,10,F,Failed
Alok Nath Rajput,1,No,80,95,15,B,Average Performance
Rutvi Kumari,10,Yes,80,52,17,D,Poor Pursuance
Shristi Singh,8,No,45,48,99,B,Average Performance
Pradeep Singh Tiwari,10,No,75,40,73,B,Average Performance
कैलास Thakur,2,No,89,47,23,C,Below Average Achivement
Minaxi Devi,1,Yes,59,29,55,D,Poor Pursuance
Parameshwari Vishwakarma,5,Yes,44,43,95,C,Below Average Achivement
Kratika Sonkar,8,Yes,47,20,62,D,Poor Pursuance
Bipinkumar Yadav,2,Yes,24,62,16,D,Poor Pursuance
Nischay Rai,8,No,13,99,79,B,Average Performance
Ram Kishor Singh,6,Yes,66,18,86,C,Below Average Achivement
Revathy Sonkar,7,No,51,65,76,B,Average Performance
Mustakeem Mishra,9,No,88,37,59,B,Average Performance
Ghanashyam Singh,3,No,47,61,91,B,Average Performance
Leela Yadav,10,Yes,84,30,30,D,Poor Pursuance
Lalboi Pandit,4,Yes,77,92,79,A,Very Good Achivement
Kishori Thakur,7,No,55,41,98,B,Average Performance
Faryad Srivastav,5,Yes,60,66,87,B+,Good Pursuance
Diya Thakur,2,No,49,20,44,D,Poor Pursuance
Nihal Mishra,4,Yes,70,40,77,B,Average Performance
Pushpendra Maurrya,3,No,67,79,22,C,Below Average Achivement
Miraj Gupta,4,No,56,90,95,B+,Good Pursuance
Dharmander Srivastav,6,No,99,14,54,C,Below Average Achivement
Kona Maurya,8,Yes,20,52,77,D,Poor Pursuance
Madhi Singh,6,No,57,55,36,D,Poor Pursuance
Nasib Sonkar,1,No,70,30,51,D,Poor Pursuance
Younus Singh,9,Yes,39,100,89,B+,Good Pursuance
Angu Maurrya,6,No,80,49,38,C,Below Average Achivement
War Devi,4,No,34,12,30,F,Failed
Sangamesh Tiwari,1,Yes,47,12,98,C,Below Average Achivement
Jahagir Srivastav,10,Yes,30,45,26,D,Poor Pursuance
Sahasra Singh,4,Yes,17,82,86,B,Average Performance
Amba Rao,2,Yes,91,37,10,D,Poor Pursuance
Kamalakannan Vishwakarma,8,Yes,45,92,97,B+,Good Pursuance
Damor Pratap,5,Yes,100,96,19,B+,Good Pursuance
Bhagvaan Devi,1,No,46,96,96,B+,Good Pursuance
Nandhakumar Yadav,5,No,97,94,86,A+,Excellent Performance
Vanzara Tiwari,4,Yes,59,91,41,B,Average Performance
Chintha Pandey,8,No,66,78,99,A,Very Good Achivement
Dileswar Divedi,1,No,47,34,53,D,Poor Pursuance
Emran Thakur,10,Yes,90,18,55,C,Below Average Achivement
Bholenath Rai,6,No,64,82,53,B,Average Performance
Pushpanjali Gupta,5,No,16,17,50,F,Failed
Shreekanth Vishwakarma,9,No,17,48,97,C,Below Average Achivement
Veena Kumari,8,No,57,86,87,B+,Good Pursuance
Zakir Srivastav,6,Yes,23,95,15,D,Poor Pursuance
Kj Kumar,3,No,69,70,97,B+,Good Pursuance
Abhirath Yadav,7,No,96,96,84,A+,Excellent Performance
Mhommad Yadav,1,No,73,83,10,C,Below Average Achivement
Vinay Yadav Rai,8,Yes,50,81,65,B,Average Performance
Rishikesh Rajput,6,Yes,59,47,67,C,Below Average Achivement
Rajo Maurya,4,Yes,49,48,69,C,Below Average Achivement
Dabbu Rai,3,Yes,23,52,100,C,Below Average Achivement
Tasir Rai,5,No,83,36,48,C,Below Average Achivement
Aijaj Rajput,10,No,10,89,50,D,Poor Pursuance
